date,vaccines,tests,confirmed,recovered,deaths,hosp,vent,icu,population,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index,iso_alpha_3,iso_alpha_2,iso_numeric,currency,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,key,key_google_mobility,key_apple_mobility,key_numeric,key_alpha_2
2020/4/14,0,331012,25758,0,778,2556,0,0,39512223,3,3,2,4,0,2,2,3,2,1,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/15,0,344970,27107,0,885,2378,0,0,39512223,3,3,2,4,0,2,2,3,2,1,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/16,0,361915,28142,0,971,2384,0,0,39512223,3,3,2,4,0,2,2,3,2,1,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/17,0,378881,29398,0,1050,2212,0,0,39512223,3,3,2,4,0,2,2,3,2,1,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/18,0,395643,30829,0,1146,2501,0,0,39512223,3,3,2,4,0,2,2,3,2,1,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/19,0,411097,31544,0,1176,2353,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/20,0,423469,33862,0,1223,2229,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/21,0,442515,35844,0,1316,2172,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/22,0,464823,37573,0,1425,2071,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/23,0,486138,39534,0,1548,325,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/24,0,511895,41368,0,1619,306,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/25,0,536068,42590,0,1692,261,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/26,0,550357,43691,0,1716,255,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/27,0,567784,45208,0,1800,239,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/28,0,595351,46570,0,1884,209,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/29,0,621918,48904,0,1961,185,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/4/30,0,655202,50470,0,2057,160,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/1,0,691500,52318,0,2147,216,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/2,0,722724,53753,0,2213,236,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/3,0,748381,55072,0,2235,189,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/4,0,782131,56333,0,2297,165,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/5,0,817179,58848,0,2386,245,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/6,0,856592,60787,0,2478,313,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/7,0,899398,62481,0,2561,326,0,0,39512223,3,3,2,4,0,2,2,3,2,2,1,82.41,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/8,0,935396,64616,0,2650,171,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/9,0,974304,66824,0,2732,203,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/10,0,1006423,68051,0,2769,200,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/11,0,1042557,69514,0,2820,166,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/12,0,1079619,71150,0,2902,147,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/13,0,1124580,73218,0,3014,206,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/14,0,1174297,74947,0,3039,196,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/15,0,1230123,77015,0,3192,144,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/16,0,1274774,78933,0,3254,194,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/17,0,1309503,80366,0,3290,170,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/18,0,1342857,81943,0,3322,277,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/19,0,1388940,83981,0,3422,183,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/20,0,1441189,86125,0,3514,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/21,0,1502448,88488,0,3624,149,0,0,39512223,3,2,2,4,0,1,1,3,2,2,1,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/22,0,1573331,90801,0,3690,150,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/23,0,1628364,92815,0,3768,138,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/24,0,1679508,94743,0,3790,138,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/25,0,1729257,97017,0,3808,138,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/26,0,1782157,99924,0,3859,136,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/27,0,1834633,101873,0,3961,168,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/28,0,1898635,104071,0,4042,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/29,0,1966412,107043,0,4144,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/30,0,2022793,110100,0,4214,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/5/31,0,2078089,113114,0,4242,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/1,0,2134568,115643,0,4287,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/2,0,2188317,118081,0,4360,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/3,0,2251003,120407,0,4422,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/4,0,2319834,122917,0,4484,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/5,0,2387028,126510,0,4550,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/6,0,2451026,129147,0,4626,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/7,0,2506727,131997,0,4653,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/8,0,2559384,134287,0,4679,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/9,0,2623330,137245,0,4775,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/10,0,2696556,140139,0,4869,159,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/11,0,2775051,143709,0,4941,149,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/12,0,2850031,147285,0,4986,139,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/13,0,2922271,150434,0,5059,139,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/14,0,2983232,152953,0,5089,139,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/15,0,3047830,155662,0,5120,139,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/16,0,3125858,159131,0,5202,139,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/17,0,3207107,163381,0,5283,139,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/18,0,3287536,167135,0,5359,139,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/19,0,3372259,170843,0,5425,139,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/20,0,3444599,174854,0,5495,139,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/21,0,3511928,178807,0,5517,139,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/22,0,3578198,184620,0,5561,167,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/23,0,3657783,191039,0,5637,123,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/24,0,3749310,195889,0,5728,138,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/25,0,3842941,201413,0,5810,157,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/26,0,3942194,207027,0,5872,151,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/27,0,4033289,211453,0,5902,138,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/28,0,4112127,216955,0,5937,185,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/29,0,4192814,223995,0,5979,185,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/6/30,0,4294754,232153,0,6083,159,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/1,0,4398855,239764,0,6168,149,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/2,0,4512763,248198,0,6263,149,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/3,0,4609147,256298,0,6315,149,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/4,0,4689601,265176,0,6329,149,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/5,0,4765929,271587,0,6369,221,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/6,0,4849968,277869,0,6452,175,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/7,0,4945482,287766,0,6563,180,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/8,0,5055460,296304,0,6708,171,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/9,0,5176819,303516,0,6825,204,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/10,0,5309918,311505,0,6936,228,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/11,0,5420322,320030,0,7012,216,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/12,0,5509971,327676,0,7042,329,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/13,0,5633266,336206,0,7086,229,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/14,0,5757168,346593,0,7227,4151,0,0,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/15,0,5885963,355497,0,7368,6162,0,1151,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/16,0,6012523,364761,0,7490,6271,0,1254,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/17,0,6135885,374922,0,7607,6379,0,1321,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/18,0,6240938,383194,0,7697,6254,0,1287,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/19,0,6342412,391460,0,7710,6351,0,1177,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/20,0,6471460,400195,0,7764,6433,0,1385,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/21,0,6618379,410366,0,7883,6557,0,1420,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/22,0,6771860,422528,0,8038,8091,0,1477,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/23,0,6907196,433175,0,8190,8923,0,2178,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/24,0,7043747,443096,0,8325,8886,0,2287,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/25,0,7144456,453327,0,8428,8638,0,2190,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/26,0,7239968,459338,0,8451,8453,0,2153,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/27,0,7352424,467103,0,8544,8653,0,2147,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/28,0,7492455,474951,0,8716,8496,0,2264,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/29,0,7625747,486039,0,8884,8292,0,2126,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/30,0,7778014,494269,0,9009,8092,0,2139,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/7/31,0,7911373,502273,0,9222,7941,0,2098,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/1,0,8036613,509507,0,9365,8025,0,2068,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/2,0,8138946,515937,0,9399,7983,0,1787,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/3,0,8254092,522235,0,9500,7798,0,2072,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/4,0,8370522,527258,0,9696,7710,0,1944,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/5,0,8490546,532776,0,9866,7672,0,1988,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/6,0,8626753,541013,0,10014,7454,0,1946,39512223,3,2,2,4,0,1,1,3,2,2,2,67.59,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/7,0,8769174,548142,0,10197,7288,0,1952,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/8,0,8886984,556158,0,10299,7011,0,1905,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/9,0,8986724,563244,0,10365,6979,0,1753,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/10,0,9092078,574267,0,10460,7086,0,1796,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/11,0,9192701,586078,0,10654,6845,0,1834,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/12,0,9316419,595097,0,10808,6722,0,1767,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/13,0,9440324,603212,0,10995,6960,0,1679,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/14,0,9562284,613243,0,11146,6531,0,1808,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/15,0,9660227,621981,0,11229,6503,0,1824,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/16,0,9737580,628508,0,11245,6554,0,1634,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/17,0,9832668,634991,0,11334,6697,0,1712,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/18,0,9937732,640499,0,11523,6716,0,1691,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/19,0,10044310,646742,0,11686,6609,0,1620,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/20,0,10167709,653401,0,11801,6451,0,1590,39512223,3,2,2,4,0,1,1,3,2,3,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/21,0,10279489,659991,0,11984,6055,0,1667,39512223,3,2,2,4,0,1,1,3,2,3,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/22,0,10380964,665325,0,12137,5805,0,1575,39512223,3,2,2,4,0,1,1,3,2,3,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/23,0,10447958,669944,0,12152,5752,0,1554,39512223,3,2,2,4,0,1,1,3,2,3,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/24,0,10523454,676236,0,12250,5823,0,1547,39512223,3,2,2,4,0,1,1,3,2,3,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/25,0,10621013,682320,0,12409,5780,0,1466,39512223,3,2,2,4,0,1,1,3,2,3,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/26,0,10735218,687612,0,12547,5616,0,1478,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/27,0,10843036,692962,0,12696,5979,0,1211,39512223,3,2,2,4,0,1,1,3,2,2,2,65.74,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/28,0,10952768,698389,0,12836,5356,0,1375,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/29,0,11042209,702499,0,12906,5156,0,1368,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
2020/8/30,0,11116685,706589,0,12939,5177,0,1297,39512223,3,2,2,4,0,1,1,3,2,2,2,64.35,USA,US,840,USN,2,United States,California,,36.58249626,-116.7043077,,California,California,6,CA
